pos/10_15_4.jpg 1 0 0 64 64
pos/11_6_11.jpg 1 0 0 64 64
pos/12_2_1.jpg 1 0 0 64 64
pos/12_2_2.jpg 1 0 0 64 64
pos/12_3_12.jpg 1 0 0 64 64
pos/13_1_1.jpg 1 0 0 64 64
pos/13_2_11.jpg 1 0 0 64 64
pos/13_5_2.jpg 1 0 0 64 64
pos/13_5_3.jpg 1 0 0 64 64
pos/13_6_2.jpg 1 0 0 64 64
pos/13_6_3.jpg 1 0 0 64 64
pos/14_1_12.jpg 1 0 0 64 64
pos/1_4_6.jpg 1 0 0 64 64
pos/1_4_7.jpg 1 0 0 64 64
pos/16_10_4.jpg 1 0 0 64 64
pos/17_13_5.jpg 1 0 0 64 64
pos/18_14_6.jpg 1 0 0 64 64
pos/18_15_6.jpg 1 0 0 64 64
pos/18_15_7.jpg 1 0 0 64 64
pos/18_2_14.jpg 1 0 0 64 64
pos/18_2_15.jpg 1 0 0 64 64
pos/19_0_6.jpg 1 0 0 64 64
pos/19_0_7.jpg 1 0 0 64 64
pos/2_2_5.jpg 1 0 0 64 64
pos/2_7_3.jpg 1 0 0 64 64
pos/3_15_1.jpg 1 0 0 64 64
pos/4_2_11.jpg 1 0 0 64 64
pos/4_2_12.jpg 1 0 0 64 64
pos/5_2_5.jpg 1 0 0 64 64
pos/5_7_3.jpg 1 0 0 64 64
pos/6_15_1.jpg 1 0 0 64 64
pos/7_12_5.jpg 1 0 0 64 64
pos/9_0_10.jpg 1 0 0 64 64
pos/9_0_11.jpg 1 0 0 64 64
pos/9_0_12.jpg 1 0 0 64 64
pos/9_1_12.jpg 1 0 0 64 64
pos/9_5_5.jpg 1 0 0 64 64
pos/9_9_5.jpg 1 0 0 64 64
